,Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
36534,36769,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,No,,,,Stack Overflow (public Q&A for anyone who codes),,,,,,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per month or weekly,,,,,,,A lot less welcome now than last year,,,
36585,36825,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow (public Q&A for anyone who codes),,,,,,,,Yes,,,Multiple times per day,,,,,,,,,,
36637,36881,I am a developer by profession,Yes,55.0,21,Monthly,,,Taiwan,New Taiwan dollar,TWD,Microsoft SQL Server;MySQL,SQLite,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, mobile;Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,How widely used or impactful my work output would be;Office environment or company culture;Opportunities for professional development,Very satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;Java;JavaScript;Objective-C;Python;Swift;TypeScript,C;C#;C++,Cordova;Unity 3D;Xamarin,Node.js,,Microsoft Azure,No,Somewhat important,Very important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once every few years,No,Yes,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with,Annoyed,Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Windows,100 to 499 employees,iOS;Microsoft Azure,MacOS;Windows,I have some influence,,Yes,Not sure,Less than once per month or monthly,A few times per week,,,,"Computer science, computer engineering, or software engineering",Angular.js;ASP.NET;ASP.NET Core,,Just as welcome now as I felt last year,50.0,30,25
36667,36915,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,C;C#;C++,C;C#;C++,.NET,.NET,Github;Gitlab,Github;Gitlab,,,,,,Every few months,,,Yes,,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Windows,,Android;iOS;Linux;Windows,Windows,I have little or no influence,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Less than once per month or monthly,,,,,,,,,,
36678,36927,"I used to be a developer by profession, but no longer am",Yes,,,,,,Taiwan,,,,MySQL;PostgreSQL;Redis;SQLite,,,"Independent contractor, freelancer, or self-employed",,,,,,C;C++;Go;Rust;Scala,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,,.NET Core;Unity 3D,,Github,,,,,,Once a year,,,Yes,,Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Linux-based,,,Linux;Raspberry Pi;Windows,,,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,,,,,,Angular.js;jQuery;Laravel,,,,
36683,36932,I am a developer by profession,Yes,,19,Yearly,1500000.0,49712.0,Taiwan,New Taiwan dollar,TWD,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,"Engineer, data;Engineering manager;Scientist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,Flex time or a flexible schedule;Remote work options;Financial performance or funding status of the company or organization,Very satisfied,"I’m not actively looking, but I am open to new opportunities",C;C#;C++;Python,C;C#;C++;Java;Python,.NET;.NET Core;Keras;TensorFlow,.NET;Keras;TensorFlow;Unity 3D;Xamarin,,,No,Somewhat important,Very important,Better compensation;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind)",Once a decade,,No,Yes,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Watch help / tutorial videos,Windows,2 to 9 employees,Arduino;Docker;Raspberry Pi;Windows,Android;Arduino;Docker;Linux;Raspberry Pi;Windows,,,Yes,Neutral,Less than once per month or monthly,A few times per week,,,,"A natural science (such as biology, chemistry, physics, etc.)",,,,48.0,26,20
36687,36937,I am a developer by profession,No,,,,,,Taiwan,,,Microsoft SQL Server;Oracle;PostgreSQL,Microsoft SQL Server;Oracle,,,Employed full-time,,,,,,C#;HTML/CSS;JavaScript;Python;Ruby;SQL;Swift,C#;HTML/CSS;JavaScript;SQL,.NET,.NET,Github,Github,,,,,,Once a year,,,,,,,,,Windows,,iOS;Windows,Windows,I have some influence,,,,,,,,,,ASP.NET;jQuery;Vue.js,ASP.NET;jQuery,,,,
36699,36949,I am a developer by profession,Yes,,14,,,,Taiwan,New Taiwan dollar,TWD,,,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,Neither satisfied nor dissatisfied,,,,,,,,,,Fairly important,,,,Not sure,,Yes,,,,Stack Overflow (public Q&A for anyone who codes),,,20 to 99 employees,,,,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,,,,"Computer science, computer engineering, or software engineering",,,Somewhat less welcome now than last year,,14,11
36807,37069,I am a developer by profession,Yes,,,,,,Taiwan,,,Firebase;MySQL,,,,Employed full-time,,,,,,JavaScript;TypeScript,HTML/CSS;JavaScript,Node.js;React Native,,Github,Slack;Trello,,,,,,Once a year,,,Yes,,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,MacOS,,AWS;Docker;Heroku,WordPress,I have little or no influence,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per month or weekly,,,,,React.js;Vue.js,jQuery,Just as welcome now as I felt last year,,,
37118,37415,I am a developer by profession,Yes,,16,,,,Taiwan,,,,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,,,,,,,,,,,,Fairly important,,,,,,,,,,,,,,,,,,,,,,,,,"Information systems, information technology, or system administration",,,,,12,6
37140,37440,I am a student who is learning to code,No,,,,,,Taiwan,,,MySQL,MySQL,,,Employed full-time,,,,,,Python;R,C++;Java;Python;R,Node.js,Node.js,Github,Github;Trello,,,,,,Once every few years,,,Yes,,Ask developers I know/work with,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Watch help / tutorial videos;Do other work and come back later,Linux-based,,iOS;Linux;MacOS,iOS;Linux;MacOS;Windows,,,Not sure/can't remember,"No, not really",,Less than once per month or monthly,,,,,jQuery;React.js,jQuery;React.js,,,,
37314,37634,I am a developer by profession,No,,18,Yearly,70000.0,70000.0,Taiwan,United States dollar,USD,,,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,,Neither satisfied nor dissatisfied,,,,,,,,Yes,Somewhat important,Critically important,,,,,No,,Rarely: 1-2 days per year or less,,,,,,100 to 499 employees,,,,,,,,,,,,"Information systems, information technology, or system administration",,,,40.0,9,4
37500,37842,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40302,40885,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,,,,,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,Multiple times per day,,,,,,,,,,
40391,40987,I am a developer by profession,Yes,,25,,,,Taiwan,,,,,"Developer, back-end;Developer, full-stack;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,,,,,,,,,,,Somewhat important,,,,Not sure,,No,,,,Stack Overflow (public Q&A for anyone who codes),,,,,,,,Yes,Neutral,A few times per week,Multiple times per day,,,,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",,,Just as welcome now as I felt last year,,4,3
40782,41415,I am a developer by profession,No,,,,,,Taiwan,,,MySQL,Microsoft SQL Server;PostgreSQL,,,Employed full-time,,,,,,Java;Python,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42172,42908,I am a developer by profession,Yes,,,,,,Taiwan,,,,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,,,Employed full-time,,,,,,C++;Go,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Perl;PHP;SQL,,Node.js;TensorFlow,,"Github;Microsoft Azure;Google Suite (Docs, Meet, etc)",,,,,,Every few months,,,Yes,,Start a free trial,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Linux-based,,,AWS;Docker;Google Cloud Platform;Linux;Windows,I have some influence,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,,,,,,jQuery;React.js;Symfony;Vue.js,Somewhat less welcome now than last year,,,
42321,43063,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42998,43794,I am a student who is learning to code,Yes,24.0,6,,,,Taiwan,,,MariaDB;PostgreSQL;SQLite,MariaDB,,Some college/university study without earning a degree,Student,East Asian,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",,"I’m not actively looking, but I am open to new opportunities",C++;Perl;PHP;TypeScript,C++,,,Github;Gitlab,Github;Gitlab,,,,,,Once a year,Not sure,,No,,Research companies that have advertised on sites I visit,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Panic;Watch help / tutorial videos,Linux-based,,Linux,Linux,,,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular,Angular,Just as welcome now as I felt last year,,2,
43286,44105,I am a developer by profession,Yes,,19,,,,Taiwan,,,,,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,,Slightly satisfied,,,,,,,,,,Somewhat important,,,,No,,No,,,,Stack Overflow (public Q&A for anyone who codes),,,2 to 9 employees,,,,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,Daily or almost daily,,,,"Information systems, information technology, or system administration",,,Just as welcome now as I felt last year,,10,5
43571,44407,I am a developer by profession,No,22.0,6,Monthly,,,Taiwan,New Taiwan dollar,TWD,Elasticsearch;PostgreSQL;Redis,Microsoft SQL Server;MySQL;PostgreSQL,"Developer, back-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Woman,"Languages, frameworks, and other technologies I’d be working with;Financial performance or funding status of the company or organization",Very dissatisfied,I am actively looking for a job,Go;JavaScript;Python,Ruby,,,Github;Slack,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Fairly important,Trouble with leadership at my company,"Company reviews from third party sites (e.g. Glassdoor, Blind)",Every few months,Not sure,No,No,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,MacOS,2 to 9 employees,AWS;Linux,AWS;Google Cloud Platform;Heroku;Linux;MacOS;Windows,I have some influence,,Not sure/can't remember,"No, not at all",,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,Web development or web design,Flask;React.js,Ruby on Rails,Just as welcome now as I felt last year,,5,Less than 1 year
43574,44411,I am a developer by profession,No,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,No,,No,,,,Stack Overflow (public Q&A for anyone who codes),,,,,,,,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,,,,,,,Just as welcome now as I felt last year,,,
43696,44542,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,Yes,,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,,,,,,Yes,"Yes, somewhat",Daily or almost daily,Multiple times per day,,,,,,,,,,
43911,44770,I am a developer by profession,No,,,,,,Taiwan,,,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,,,Employed full-time,,,,,,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;VBA,,,,,,,,,,Every few months,Not sure,,No,,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,AWS;Heroku;Linux;Microsoft Azure;Windows;WordPress,,,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,,,,,,,Just as welcome now as I felt last year,,,
